,instance,repetition,algorithm,lambda,alpha,best fitness,evals,elapsed time in secs
12611,N-be75eec_150,22,PL,100,0.05,3360755,17323638,1256.232
12613,N-be75eec_150,23,PL,100,0.05,3371246,17467362,1189.868
12614,N-be75eec_150,24,PL,100,0.05,3370723,22473016,1197.631
12615,N-be75eec_150,26,PL,100,0.05,3351118,20403224,1194.669
12616,N-be75eec_150,25,PL,100,0.05,3369933,10038747,1210.475
12617,N-be75eec_150,27,PL,100,0.05,3342262,15195455,1217.169
12618,N-be75eec_150,28,PL,100,0.05,3366194,7576632,1236.573
12619,N-be75eec_150,29,PL,100,0.05,3372058,18648354,1253.013
12620,N-be75eec_150,30,PL,100,0.05,3342194,5787679,1254.516
12640,N-be75eec_150,25,PL,100,0.1,3358198,9783207,692.73
12643,N-be75eec_150,15,PL,100,0.1,3357932,12119341,1181.492
12644,N-be75eec_150,17,PL,100,0.1,3346445,18013261,1182.81
12645,N-be75eec_150,13,PL,100,0.1,3367122,8594996,1204.965
12646,N-be75eec_150,16,PL,100,0.1,3380664,14051958,1202.653
12647,N-be75eec_150,11,PL,100,0.1,3372472,3883559,1249.372
12648,N-be75eec_150,12,PL,100,0.1,3375206,14928603,1254.072
12649,N-be75eec_150,14,PL,100,0.1,3333147,16222692,1265.888
12651,N-be75eec_150,18,PL,100,0.1,3363178,19771593,1244.638
12657,N-be75eec_150,19,PL,100,0.1,3355184,19277320,1193.869
12659,N-be75eec_150,20,PL,100,0.1,3370182,17287373,1199.953
12660,N-be75eec_150,21,PL,100,0.1,3373011,1434630,1217.218
12661,N-be75eec_150,24,PL,100,0.1,3371355,11065578,1225.438
12662,N-be75eec_150,23,PL,100,0.1,3350442,15615815,1249.081
12663,N-be75eec_150,22,PL,100,0.1,3367932,10086004,1261.715
12674,N-be75eec_150,13,PL,100,0.5,3353609,7972231,699.193
12675,N-be75eec_150,26,PL,100,0.1,3377693,19633853,1198.82
12676,N-be75eec_150,27,PL,100,0.1,3376304,19602019,1199.226
12677,N-be75eec_150,28,PL,100,0.1,3377766,20483759,1204.702
12678,N-be75eec_150,29,PL,100,0.1,3350954,4213227,1213.57
12682,N-be75eec_150,30,PL,100,0.1,3362019,6743107,1247.104
12687,N-be75eec_150,11,PL,100,0.5,3371162,21823175,1209.414
12688,N-be75eec_150,12,PL,100,0.5,3357931,20777361,1220.785
12689,N-be75eec_150,14,PL,100,0.5,3334283,16736869,1186.147
12690,N-be75eec_150,15,PL,100,0.5,3349133,8718300,1204.633
12691,N-be75eec_150,16,PL,100,0.5,3347313,10917654,1212.64
12692,N-be75eec_150,18,PL,100,0.5,3368307,22190123,1194.103
12693,N-be75eec_150,19,PL,100,0.5,3358302,19979771,1212.64
12694,N-be75eec_150,17,PL,100,0.5,3374731,9421990,1234.754
12695,N-be75eec_150,20,PL,100,0.5,3359378,14304169,1260.234
12696,N-be75eec_150,21,PL,100,0.5,3358631,18262970,1243.897
12697,N-be75eec_150,23,PL,100,0.5,3379505,14839505,1206.952
12698,N-be75eec_150,22,PL,100,0.5,3362934,278942,1260.182
12700,N-be75eec_150,24,PL,100,0.5,3365877,19247861,1250.256
12701,N-be75eec_150,25,PL,100,0.5,3366896,20031076,1219.185
12703,N-be75eec_150,26,PL,100,0.5,3355474,1639055,1194.605
12704,N-be75eec_150,28,PL,100,0.5,3368430,8248872,1180.0
12705,N-be75eec_150,27,PL,100,0.5,3356668,6429842,1205.053
12706,N-be75eec_150,29,PL,100,0.5,3364605,21947716,1196.452
12711,N-be75eec_150,30,PL,100,0.5,3326248,19823048,1250.062
12731,N-be75eec_150,11,PL,100,0.75,3372808,19838766,1250.442
12732,N-be75eec_150,12,PL,100,0.75,3320749,5752981,1262.834
12733,N-be75eec_150,14,PL,100,0.75,3362788,11280644,1215.683
12734,N-be75eec_150,13,PL,100,0.75,3352076,9144701,1250.581
12735,N-be75eec_150,16,PL,100,0.75,3351970,14196204,1217.373
12736,N-be75eec_150,15,PL,100,0.75,3362667,21095544,1260.501
12737,N-be75eec_150,17,PL,100,0.75,3379375,8159571,1246.995
12738,N-be75eec_150,18,PL,100,0.75,3360807,18469048,1239.303
12739,N-be75eec_150,19,PL,100,0.75,3362504,14139546,1253.891
12740,N-be75eec_150,21,PL,100,0.75,3363789,21478556,1205.021
12741,N-be75eec_150,20,PL,100,0.75,3357389,18267237,1221.19
12742,N-be75eec_150,22,PL,100,0.75,3331449,10043493,1202.221
12744,N-be75eec_150,11,PL,100,0.9,3360684,19304233,683.266
12745,N-be75eec_150,12,PL,100,0.9,3367436,7470125,686.946
12746,N-be75eec_150,23,PL,100,0.75,3354174,3178021,1186.683
12747,N-be75eec_150,24,PL,100,0.75,3333660,3132982,1196.95
12749,N-be75eec_150,15,PL,100,0.9,3357289,18646086,701.772
12750,N-be75eec_150,14,PL,100,0.9,3351576,10509784,694.983
12751,N-be75eec_150,17,PL,100,0.9,3357441,13784609,694.174
12752,N-be75eec_150,25,PL,100,0.75,3335738,16266804,1198.044
12755,N-be75eec_150,19,PL,100,0.9,3336628,8783511,697.842
12756,N-be75eec_150,26,PL,100,0.75,3346435,1695743,1197.645
12757,N-be75eec_150,27,PL,100,0.75,3359983,20317585,1199.878
12760,N-be75eec_150,28,PL,100,0.75,3370049,6503013,1204.857
12761,N-be75eec_150,29,PL,100,0.75,3331535,3193026,1200.44
12764,N-be75eec_150,30,PL,100,0.75,3356972,15813727,1227.193
12773,N-be75eec_150,16,PL,100,0.9,3370953,15157731,1211.317
12774,N-be75eec_150,18,PL,100,0.9,3376008,19069865,1210.529
12776,N-be75eec_150,13,PL,100,0.9,3333212,8062576,1275.124
12777,N-be75eec_150,20,PL,100,0.9,3355794,21873428,1246.789
12778,N-be75eec_150,21,PL,100,0.9,3355340,10916056,1267.542
12779,N-be75eec_150,22,PL,100,0.9,3364004,21947793,1181.708
12780,N-be75eec_150,23,PL,100,0.9,3329290,20975968,1213.882
12783,N-be75eec_150,11,PL,1000,0.001,2988557,20545905,711.726
12784,N-be75eec_150,12,PL,1000,0.001,2982180,20764069,700.892
12785,N-be75eec_150,15,PL,1000,0.001,2978961,21444362,701.253
12786,N-be75eec_150,16,PL,1000,0.001,2979458,22259423,701.25
12787,N-be75eec_150,24,PL,100,0.9,3363703,17465463,1246.047
12788,N-be75eec_150,25,PL,100,0.9,3345412,15272738,1206.448
12789,N-be75eec_150,26,PL,100,0.9,3343019,12199554,1209.609
12790,N-be75eec_150,18,PL,1000,0.001,2975177,21992357,701.235
12791,N-be75eec_150,27,PL,100,0.9,3367998,16398832,1238.32
12792,N-be75eec_150,28,PL,100,0.9,3346899,22253097,1253.418
12794,N-be75eec_150,29,PL,100,0.9,3372447,19978833,1240.875
12796,N-be75eec_150,30,PL,100,0.9,3340981,9866008,1240.046
12806,N-be75eec_150,13,PL,1000,0.001,2991373,20799276,1199.169
12808,N-be75eec_150,14,PL,1000,0.001,2988946,22211356,1207.812
12810,N-be75eec_150,17,PL,1000,0.001,3000629,22195210,1262.933
12813,N-be75eec_150,19,PL,1000,0.001,2996898,17342841,1259.686
12814,N-be75eec_150,20,PL,1000,0.001,2983047,22060748,1222.941
12815,N-be75eec_150,23,PL,1000,0.001,3009046,21740831,1224.875
12816,N-be75eec_150,21,PL,1000,0.001,3010781,20937687,1266.451
12817,N-be75eec_150,22,PL,1000,0.001,3005271,21821094,1263.673
12818,N-be75eec_150,24,PL,1000,0.001,3001840,21484781,1233.91
12821,N-be75eec_150,25,PL,1000,0.001,2985385,19331787,1244.244
12822,N-be75eec_150,27,PL,1000,0.001,2988497,20982244,1204.465
12823,N-be75eec_150,26,PL,1000,0.001,2991678,21870383,1217.692
12824,N-be75eec_150,28,PL,1000,0.001,2985873,22311109,1246.753
12826,N-be75eec_150,29,PL,1000,0.001,2980049,22252554,1250.057
12827,N-be75eec_150,30,PL,1000,0.001,2978315,21896929,1259.328
12828,N-be75eec_150,11,PL,1000,0.01,3297227,22254171,696.79
12829,N-be75eec_150,15,PL,1000,0.01,3294447,22026492,696.906
12832,N-be75eec_150,18,PL,1000,0.01,3293345,22332777,697.687
12833,N-be75eec_150,17,PL,1000,0.01,3295973,20953262,696.959
12873,N-be75eec_150,12,PL,1000,0.01,3298206,22407573,1195.519
12874,N-be75eec_150,13,PL,1000,0.01,3298605,21527400,1196.164
12875,N-be75eec_150,16,PL,1000,0.01,3285529,20798362,1191.108
12876,N-be75eec_150,14,PL,1000,0.01,3311883,22317138,1202.041
12884,N-be75eec_150,21,PL,1000,0.01,3299085,19839298,1218.45
12885,N-be75eec_150,19,PL,1000,0.01,3294117,22053771,1208.828
12886,N-be75eec_150,20,PL,1000,0.01,3290719,21976911,1248.641
12887,N-be75eec_150,15,PL,1000,0.05,3360835,15666126,690.663
12888,N-be75eec_150,12,PL,1000,0.05,3368829,15724171,690.458
12889,N-be75eec_150,22,PL,1000,0.01,3289834,22309004,1252.976
12890,N-be75eec_150,16,PL,1000,0.05,3358047,15837667,691.641
12891,N-be75eec_150,24,PL,1000,0.01,3297442,19229365,1201.835
12892,N-be75eec_150,17,PL,1000,0.05,3365696,19211234,690.555
12893,N-be75eec_150,11,PL,1000,0.05,3367511,15908941,695.072
12894,N-be75eec_150,25,PL,1000,0.01,3297589,21947098,1188.656
12895,N-be75eec_150,14,PL,1000,0.05,3366566,17755232,695.211
12896,N-be75eec_150,23,PL,1000,0.01,3296021,21931309,1240.529
12897,N-be75eec_150,25,PL,1000,0.05,3354944,20159459,689.019
12898,N-be75eec_150,27,PL,1000,0.01,3299479,22234883,1207.213
12899,N-be75eec_150,26,PL,1000,0.01,3282849,22008252,1246.547
12900,N-be75eec_150,28,PL,1000,0.01,3293982,21657876,1206.912
12901,N-be75eec_150,29,PL,1000,0.01,3294700,21378943,1239.739
12902,N-be75eec_150,30,PL,1000,0.01,3293833,21509619,1251.304
12906,N-be75eec_150,13,PL,1000,0.1,3364202,20673801,696.917
12909,N-be75eec_150,14,PL,1000,0.1,3360232,16951102,693.756
12910,N-be75eec_150,19,PL,1000,0.05,3359793,17534942,1194.552
12911,N-be75eec_150,21,PL,1000,0.05,3362631,17059369,1176.491
12912,N-be75eec_150,18,PL,1000,0.05,3360926,16209808,1175.479
12913,N-be75eec_150,15,PL,1000,0.1,3357027,15905249,692.568
12914,N-be75eec_150,23,PL,1000,0.05,3359059,15157186,1186.906
12916,N-be75eec_150,22,PL,1000,0.05,3356828,20971596,1188.671
12917,N-be75eec_150,24,PL,1000,0.05,3363239,18160978,1193.011
12918,N-be75eec_150,13,PL,1000,0.05,3362734,20664138,1241.279
12919,N-be75eec_150,28,PL,1000,0.05,3362519,17827368,1190.986
12920,N-be75eec_150,26,PL,1000,0.05,3360349,14987868,1194.72
12921,N-be75eec_150,16,PL,1000,0.1,3362353,15349969,689.846
12922,N-be75eec_150,29,PL,1000,0.05,3372418,20233551,1195.241
12923,N-be75eec_150,30,PL,1000,0.05,3363873,17948066,1196.76
12924,N-be75eec_150,20,PL,1000,0.05,3369713,15778287,1240.766
12926,N-be75eec_150,27,PL,1000,0.05,3364833,16675908,1238.404
12930,N-be75eec_150,20,PL,1000,0.1,3361296,20966512,687.349
12932,N-be75eec_150,21,PL,1000,0.1,3366234,8358614,689.68
12933,N-be75eec_150,23,PL,1000,0.1,3359518,19934568,691.624
12934,N-be75eec_150,30,PL,1000,0.1,3367256,14566393,696.222
12935,N-be75eec_150,26,PL,1000,0.1,3363620,12350552,689.832
12936,N-be75eec_150,25,PL,1000,0.1,3372186,19785326,696.452
12937,N-be75eec_150,28,PL,1000,0.1,3357960,9890240,699.852
12955,N-be75eec_150,11,PL,1000,0.1,3362175,17994074,1236.041
12956,N-be75eec_150,12,PL,1000,0.1,3364401,8149981,1247.972
12961,N-be75eec_150,17,PL,1000,0.1,3363361,16900143,1241.587
12962,N-be75eec_150,18,PL,1000,0.1,3370250,8326550,1247.746
12963,N-be75eec_150,19,PL,1000,0.1,3365443,17507421,1229.478
12964,N-be75eec_150,24,PL,1000,0.1,3360861,19400311,1180.095
12965,N-be75eec_150,22,PL,1000,0.1,3374597,7636613,1211.823
12966,N-be75eec_150,27,PL,1000,0.1,3367607,19981195,1183.491
12967,N-be75eec_150,14,PL,1000,0.5,3359362,6894221,683.954
12968,N-be75eec_150,29,PL,1000,0.1,3360680,15484180,1245.09
12970,N-be75eec_150,23,PL,1000,0.5,3372927,11596971,684.944
12971,N-be75eec_150,26,PL,1000,0.5,3374289,10129724,695.042
12972,N-be75eec_150,25,PL,1000,0.5,3370674,10901900,694.286
12973,N-be75eec_150,29,PL,1000,0.5,3351654,19177220,691.496
12974,N-be75eec_150,27,PL,1000,0.5,3363823,16577689,690.435
12975,N-be75eec_150,30,PL,1000,0.5,3383211,17418636,697.791
12976,N-be75eec_150,28,PL,1000,0.5,3362034,13340394,695.208
12984,N-be75eec_150,15,PL,1000,0.5,3353027,14623535,1177.867
12986,N-be75eec_150,16,PL,1000,0.5,3362209,7395698,1191.926
12987,N-be75eec_150,11,PL,1000,0.5,3363789,21516161,1235.241
12988,N-be75eec_150,18,PL,1000,0.5,3363658,17176606,1196.311
12989,N-be75eec_150,12,PL,1000,0.5,3365291,12638312,1229.471
12990,N-be75eec_150,13,PL,1000,0.5,3376383,9811266,1244.698
12991,N-be75eec_150,17,PL,1000,0.5,3367388,13103458,1233.44
12992,N-be75eec_150,21,PL,1000,0.5,3363008,16433203,1175.778
12993,N-be75eec_150,20,PL,1000,0.5,3364130,6399328,1187.058
12996,N-be75eec_150,19,PL,1000,0.5,3363780,17562735,1233.497
12997,N-be75eec_150,22,PL,1000,0.5,3383158,18227191,1192.571
12999,N-be75eec_150,24,PL,1000,0.5,3365637,9605701,1192.707
13002,N-be75eec_150,20,PL,1000,0.75,3367647,6938883,689.136
13006,N-be75eec_150,22,PL,1000,0.75,3382238,15709885,686.371
13008,N-be75eec_150,23,PL,1000,0.75,3372470,2104955,694.027
13009,N-be75eec_150,26,PL,1000,0.75,3359817,13799401,687.584
13011,N-be75eec_150,27,PL,1000,0.75,3362215,2816222,683.415
13013,N-be75eec_150,24,PL,1000,0.75,3347699,11444986,696.115
13014,N-be75eec_150,25,PL,1000,0.75,3364864,10609163,689.376
13015,N-be75eec_150,29,PL,1000,0.75,3351668,16791462,688.827
13017,N-be75eec_150,28,PL,1000,0.75,3359689,16958614,697.275
13021,N-be75eec_150,11,PL,1000,0.75,3367054,11406637,1204.483
13022,N-be75eec_150,12,PL,1000,0.75,3369896,7308383,1202.344
13024,N-be75eec_150,15,PL,1000,0.75,3366633,11892786,1184.312
13026,N-be75eec_150,13,PL,1000,0.75,3366108,22352483,1258.298
13031,N-be75eec_150,14,PL,1000,0.75,3346502,14581964,1226.587
13033,N-be75eec_150,17,PL,1000,0.75,3369214,18555109,1178.251
13034,N-be75eec_150,16,PL,1000,0.75,3354794,18531565,1249.115
13036,N-be75eec_150,19,PL,1000,0.75,3356442,20893906,1185.974
13037,N-be75eec_150,18,PL,1000,0.75,3375488,22374642,1194.232
13044,N-be75eec_150,21,PL,1000,0.75,3366107,16014916,1210.38
13050,N-be75eec_150,15,PL,1000,0.9,3379158,18694134,691.671
13051,N-be75eec_150,19,PL,1000,0.9,3379250,16710330,687.176
13052,N-be75eec_150,30,PL,1000,0.75,3361177,20428704,1222.61
13053,N-be75eec_150,20,PL,1000,0.9,3361599,10466988,694.291
13054,N-be75eec_150,21,PL,1000,0.9,3358046,8866846,685.49
13055,N-be75eec_150,26,PL,1000,0.9,3362981,8796227,686.057
13056,N-be75eec_150,22,PL,1000,0.9,3370014,5745622,689.194
13057,N-be75eec_150,23,PL,1000,0.9,3365821,3130970,690.461
13058,N-be75eec_150,25,PL,1000,0.9,3349420,5078585,685.759
13059,N-be75eec_150,27,PL,1000,0.9,3347024,15514767,689.765
13060,N-be75eec_150,24,PL,1000,0.9,3374771,6213510,692.097
13061,N-be75eec_150,30,PL,1000,0.9,3356109,17882654,685.118
13062,N-be75eec_150,28,PL,1000,0.9,3373898,7770930,691.526
13069,N-be75eec_150,13,PL,1000,0.9,3362618,9640621,1168.496
13070,N-be75eec_150,12,PL,10000,0.001,2706223,22214128,704.194
13071,N-be75eec_150,14,PL,1000,0.9,3355969,11624829,1183.765
13073,N-be75eec_150,11,PL,10000,0.001,2719345,17896854,703.299
13074,N-be75eec_150,13,PL,10000,0.001,2716247,19957700,703.36
13076,N-be75eec_150,14,PL,10000,0.001,2707317,22481937,702.575
13078,N-be75eec_150,12,PL,1000,0.9,3354807,9290023,1248.837
13079,N-be75eec_150,11,PL,1000,0.9,3346342,12141606,1273.206
13080,N-be75eec_150,18,PL,10000,0.001,2698945,20156142,702.89
13081,N-be75eec_150,16,PL,10000,0.001,2678979,17678101,701.68
13082,N-be75eec_150,17,PL,1000,0.9,3377269,2846846,1225.402
13083,N-be75eec_150,18,PL,1000,0.9,3341475,15662741,1213.529
13084,N-be75eec_150,16,PL,1000,0.9,3365044,5798050,1247.405
13085,N-be75eec_150,21,PL,10000,0.001,2713800,18910407,702.363
13093,N-be75eec_150,29,PL,1000,0.9,3354682,16029105,1221.473
13096,N-be75eec_150,23,PL,10000,0.001,2748008,22177249,703.251
13098,N-be75eec_150,24,PL,10000,0.001,2728454,16229897,703.031
13099,N-be75eec_150,26,PL,10000,0.001,2691984,20044766,703.978
13101,N-be75eec_150,27,PL,10000,0.001,2704115,12714016,702.011
13102,N-be75eec_150,28,PL,10000,0.001,2710793,21374953,702.462
13103,N-be75eec_150,29,PL,10000,0.001,2685390,15047611,702.81
13105,N-be75eec_150,30,PL,10000,0.001,2695482,19450909,703.704
13112,N-be75eec_150,15,PL,10000,0.001,2689400,16900961,1250.177
13113,N-be75eec_150,20,PL,10000,0.001,2673246,18281548,1208.269
13115,N-be75eec_150,22,PL,10000,0.001,2683069,20236924,1217.984
13116,N-be75eec_150,17,PL,10000,0.001,2684103,15834302,1268.262
13117,N-be75eec_150,19,PL,10000,0.001,2718149,19049763,1271.632
13120,N-be75eec_150,13,PL,10000,0.01,2977670,22149358,700.429
13121,N-be75eec_150,14,PL,10000,0.01,2984391,21720966,700.657
13122,N-be75eec_150,18,PL,10000,0.01,2981025,22284576,701.278
13123,N-be75eec_150,25,PL,10000,0.001,2677357,11174569,1273.876
13124,N-be75eec_150,29,PL,10000,0.01,2996626,21772425,701.373
13132,N-be75eec_150,12,PL,10000,0.01,2980381,21592959,1212.103
13136,N-be75eec_150,11,PL,10000,0.01,2977186,21217248,1234.63
13138,N-be75eec_150,17,PL,10000,0.01,2988333,20428067,1205.157
13140,N-be75eec_150,16,PL,10000,0.01,3007576,20442436,1262.79
13141,N-be75eec_150,15,PL,10000,0.01,2977288,21635386,1259.098
13143,N-be75eec_150,21,PL,10000,0.01,2988574,21687454,1225.878
13147,N-be75eec_150,22,PL,10000,0.01,2977524,22232571,1221.606
13148,N-be75eec_150,25,PL,10000,0.01,2979401,21730547,1204.238
13149,N-be75eec_150,24,PL,10000,0.01,2983681,21884827,1205.44
13151,N-be75eec_150,19,PL,10000,0.01,2995175,21121819,1264.375
13152,N-be75eec_150,23,PL,10000,0.01,2983681,20433360,1221.451
13154,N-be75eec_150,20,PL,10000,0.01,2994816,22179413,1263.676
13155,N-be75eec_150,27,PL,10000,0.01,2990188,21719001,1193.516
13161,N-be75eec_150,28,PL,10000,0.01,2983503,21372261,1222.4
13162,N-be75eec_150,14,PL,10000,0.05,3217015,21665443,698.201
13163,N-be75eec_150,13,PL,10000,0.05,3222461,22263666,698.123
13165,N-be75eec_150,26,PL,10000,0.01,2982377,22356583,1257.842
13167,N-be75eec_150,15,PL,10000,0.05,3221200,21857335,697.902
13169,N-be75eec_150,30,PL,10000,0.01,2984834,22157702,1209.286
13177,N-be75eec_150,17,PL,10000,0.05,3227064,21969170,698.611
13183,N-be75eec_150,11,PL,10000,0.05,3241582,21745559,1191.557
13185,N-be75eec_150,12,PL,10000,0.05,3219131,19512817,1199.012
13190,N-be75eec_150,22,PL,10000,0.05,3220916,21476834,698.802
13193,N-be75eec_150,23,PL,10000,0.05,3220141,22321052,697.978
13196,N-be75eec_150,26,PL,10000,0.05,3233122,22325143,698.037
13198,N-be75eec_150,27,PL,10000,0.05,3227260,21746214,698.071
13203,N-be75eec_150,30,PL,10000,0.05,3220350,21867555,697.628
13207,N-be75eec_150,16,PL,10000,0.05,3225245,21003785,1230.084
13208,N-be75eec_150,15,PL,10000,0.1,3291643,21514822,695.298
13209,N-be75eec_150,16,PL,10000,0.1,3300585,21792238,696.359
13210,N-be75eec_150,20,PL,10000,0.1,3291164,22232725,697.162
13211,N-be75eec_150,18,PL,10000,0.05,3225203,21716974,1186.393
13212,N-be75eec_150,24,PL,10000,0.1,3295718,22137089,696.017
13213,N-be75eec_150,25,PL,10000,0.1,3292785,21563400,695.441
13214,N-be75eec_150,27,PL,10000,0.1,3287748,19138494,695.827
13215,N-be75eec_150,26,PL,10000,0.1,3292588,20987705,695.135
13216,N-be75eec_150,20,PL,10000,0.05,3221959,21806196,1245.384
13217,N-be75eec_150,19,PL,10000,0.05,3222651,21486863,1259.728
13218,N-be75eec_150,30,PL,10000,0.1,3293437,21943904,696.129
13222,N-be75eec_150,25,PL,10000,0.05,3220323,20656482,1188.512
13223,N-be75eec_150,21,PL,10000,0.05,3222345,21635390,1240.871
13225,N-be75eec_150,29,PL,10000,0.05,3220936,21950661,1192.812
13226,N-be75eec_150,24,PL,10000,0.05,3224910,22294289,1232.475
13227,N-be75eec_150,28,PL,10000,0.05,3219833,22381899,1244.129
13230,N-be75eec_150,11,PL,10000,0.5,3360267,15487917,690.344
13231,N-be75eec_150,13,PL,10000,0.5,3365063,18265177,689.713
13232,N-be75eec_150,18,PL,10000,0.1,3293556,22168953,1187.314
13234,N-be75eec_150,12,PL,10000,0.1,3298318,22366190,1252.136
13236,N-be75eec_150,11,PL,10000,0.1,3294185,21530055,1247.754
13237,N-be75eec_150,16,PL,10000,0.5,3355323,18503115,692.343
13238,N-be75eec_150,22,PL,10000,0.1,3294393,22312004,1192.019
13239,N-be75eec_150,13,PL,10000,0.1,3295709,20912553,1255.837
13241,N-be75eec_150,14,PL,10000,0.1,3291467,22456799,1258.806
13243,N-be75eec_150,17,PL,10000,0.1,3293351,19363744,1250.34
13244,N-be75eec_150,19,PL,10000,0.1,3296867,21582369,1259.347
13245,N-be75eec_150,23,PL,10000,0.1,3301424,21320498,1209.568
13247,N-be75eec_150,28,PL,10000,0.1,3297752,21814148,1193.802
13248,N-be75eec_150,21,PL,10000,0.1,3297292,21797170,1252.936
13249,N-be75eec_150,29,PL,10000,0.1,3297278,21511127,1252.455
13250,N-be75eec_150,21,PL,10000,0.5,3351494,16978104,689.21
13251,N-be75eec_150,22,PL,10000,0.5,3361342,14565319,688.693
13252,N-be75eec_150,23,PL,10000,0.5,3360400,16085794,691.494
13255,N-be75eec_150,25,PL,10000,0.5,3355519,16425081,689.333
13256,N-be75eec_150,27,PL,10000,0.5,3355444,15919447,689.034
13257,N-be75eec_150,26,PL,10000,0.5,3358786,15108582,692.231
13258,N-be75eec_150,28,PL,10000,0.5,3360392,15267610,692.735
13264,N-be75eec_150,14,PL,10000,0.5,3361424,15996086,1176.121
13266,N-be75eec_150,15,PL,10000,0.5,3352349,15967776,1224.083
13267,N-be75eec_150,12,PL,10000,0.5,3363619,16146683,1240.799
13268,N-be75eec_150,17,PL,10000,0.5,3355863,16874042,1173.149
13269,N-be75eec_150,18,PL,10000,0.5,3359218,15760403,1214.636
13272,N-be75eec_150,19,PL,10000,0.5,3363506,19328020,1238.305
13273,N-be75eec_150,20,PL,10000,0.5,3371287,18329699,1179.097
13279,N-be75eec_150,24,PL,10000,0.5,3364668,19222931,1209.011
13286,N-be75eec_150,29,PL,10000,0.5,3361942,17173730,1236.506
13288,N-be75eec_150,30,PL,10000,0.5,3361585,16928067,1233.327
13289,N-be75eec_150,23,PL,10000,0.75,3364220,18977404,687.059
13290,N-be75eec_150,24,PL,10000,0.75,3354620,19837418,688.508
13291,N-be75eec_150,25,PL,10000,0.75,3367662,17494711,696.034
13295,N-be75eec_150,29,PL,10000,0.75,3366379,12442859,688.919
13296,N-be75eec_150,28,PL,10000,0.75,3361750,16943238,691.918
13297,N-be75eec_150,30,PL,10000,0.75,3361871,21971081,687.322
13302,N-be75eec_150,13,PL,10000,0.75,3353570,10663652,1176.846
13304,N-be75eec_150,15,PL,10000,0.75,3359077,22313140,1186.349
13306,N-be75eec_150,14,PL,10000,0.75,3358543,21688371,1230.231
13307,N-be75eec_150,17,PL,10000,0.75,3369315,11152727,1220.955
13308,N-be75eec_150,11,PL,10000,0.75,3364834,9750001,1252.349
13309,N-be75eec_150,12,PL,10000,0.75,3347455,12961502,1242.586
13310,N-be75eec_150,19,PL,10000,0.75,3358763,19614480,1215.937
13311,N-be75eec_150,16,PL,10000,0.75,3367964,13219382,1234.533
13312,N-be75eec_150,18,PL,10000,0.75,3366614,10776174,1248.704
13314,N-be75eec_150,20,PL,10000,0.75,3358186,11370543,1215.251
13315,N-be75eec_150,21,PL,10000,0.75,3360956,21989293,1223.54
13317,N-be75eec_150,22,PL,10000,0.75,3376473,19936041,1212.393
13319,N-be75eec_150,11,PL,10000,0.9,3359658,16072466,685.322
13323,N-be75eec_150,26,PL,10000,0.75,3364340,11546738,1223.442
13324,N-be75eec_150,14,PL,10000,0.9,3361763,16200425,690.399
13327,N-be75eec_150,13,PL,10000,0.9,3379155,19816323,691.927
13328,N-be75eec_150,15,PL,10000,0.9,3367108,16877805,696.22
13329,N-be75eec_150,16,PL,10000,0.9,3368549,17765092,688.535
13331,N-be75eec_150,17,PL,10000,0.9,3360636,10283551,689.739
13336,N-be75eec_150,18,PL,10000,0.9,3354991,13332971,687.974
13338,N-be75eec_150,27,PL,10000,0.75,3366467,19725103,1253.455
13340,N-be75eec_150,20,PL,10000,0.9,3365514,18615409,688.943
13342,N-be75eec_150,23,PL,10000,0.9,3369891,21696984,688.539
13343,N-be75eec_150,22,PL,10000,0.9,3360516,11584577,693.052
13344,N-be75eec_150,24,PL,10000,0.9,3362558,22469056,690.006
13345,N-be75eec_150,28,PL,10000,0.9,3360050,15042878,686.955
13346,N-be75eec_150,30,PL,10000,0.9,3362271,16190820,691.728
13347,N-be75eec_150,29,PL,10000,0.9,3362465,22033131,710.979
13360,N-be75eec_150,12,PL,10000,0.9,3357637,21464044,1232.344
13361,N-be75eec_150,19,PL,10000,0.9,3359175,10224762,1210.835
13362,N-be75eec_150,21,PL,10000,0.9,3365463,9429198,1236.747
13364,N-be75eec_150,25,PL,10000,0.9,3362677,9485056,1204.008
13366,N-be75eec_150,26,PL,10000,0.9,3361385,18538396,1208.036
13368,N-be75eec_150,27,PL,10000,0.9,3368325,21618062,1230.779
17557,N-stabu1_250,19,PL,10,0.001,7453343,47921583,4834.036
17558,N-stabu1_250,20,PL,10,0.001,7432242,25274494,4864.804
17561,N-stabu1_250,21,PL,10,0.001,7455140,40040026,4858.783
17562,N-stabu1_250,22,PL,10,0.001,7454191,55283067,4809.796
17565,N-stabu1_250,27,PL,10,0.001,7429605,36966706,4854.526
17569,N-stabu1_250,28,PL,10,0.001,7436000,55364218,5108.555
17577,N-stabu1_250,30,PL,10,0.001,7440040,27971332,5058.031
17585,N-stabu1_250,14,PL,10,0.001,7449733,23542163,8789.023
17586,N-stabu1_250,17,PL,10,0.001,7447785,38067499,8788.153
17587,N-stabu1_250,16,PL,10,0.001,7459473,41064312,8823.192
17590,N-stabu1_250,11,PL,10,0.001,7458743,34160173,9203.629
17591,N-stabu1_250,12,PL,10,0.001,7448871,30284948,9187.959
17593,N-stabu1_250,13,PL,10,0.001,7436915,49577744,9236.156
17594,N-stabu1_250,15,PL,10,0.001,7438271,19127925,9280.489
